type_Ghost_PREDICTION,type_Ghoul_PREDICTION,type_Goblin_PREDICTION,type_PREDICTION
0.5410692466,0.0294410458,0.4294897076,Ghost
0.0,0.9984210526,0.0015789474,Ghoul
0.5638183603,0.0239861859,0.4121954538,Ghost
0.355023842,0.0892303624,0.5557457956,Goblin
0.003375,0.8380510043,0.1585739957,Ghoul
0.0006315789,0.7639949091,0.2353735119,Ghoul
0.9613457185,0.0,0.0386542815,Ghost
0.0005454545,0.8140561362,0.1853984092,Ghoul
0.4882510605,0.0555347536,0.4562141859,Ghost
0.950162782,0.0325,0.017337218,Ghost
0.3188009369,0.0905640754,0.5906349877,Goblin
0.0003529412,0.3729727233,0.6266743355,Goblin
0.0095340909,0.7344918474,0.2559740617,Ghoul
0.0,0.5763881485,0.4236118515,Ghoul
0.0031824176,0.3550008044,0.641816778,Goblin
0.1235042367,0.2642641995,0.6122315638,Goblin
0.9578266116,0.0,0.0421733884,Ghost
0.0075,0.9256593083,0.0668406917,Ghoul
0.0,0.9555774902,0.0444225098,Ghoul
0.8984595068,0.0,0.1015404932,Ghost
0.11665,0.7756417112,0.1077082888,Ghoul
0.0075,0.9052593083,0.0872406917,Ghoul
0.0,0.5482549911,0.4517450089,Ghoul
0.0003076923,0.5090003311,0.4906919766,Ghoul
0.007481076,0.2610225228,0.7314964012,Goblin
1.0,0.0,0.0,Ghost
0.9952,0.0,0.0048,Ghost
0.1263794219,0.2972758813,0.5763446969,Goblin
1.0,0.0,0.0,Ghost
0.1011819572,0.3000909793,0.5987270634,Goblin
0.9176593727,0.0,0.0823406273,Ghost
0.9097995569,0.0,0.0902004431,Ghost
0.0087159091,0.7508891203,0.2403949706,Ghoul
1.0,0.0,0.0,Ghost
0.0013549784,0.587847133,0.4107978886,Ghoul
0.0043928571,0.8976076566,0.0979994862,Ghoul
0.0075,0.9052593083,0.0872406917,Ghoul
0.5494797766,0.033726762,0.4167934614,Ghost
0.1134,0.7876823853,0.0989176147,Ghoul
0.0016315789,0.7647811251,0.2335872959,Ghoul
0.003375,0.8314146407,0.1652103593,Ghoul
0.950162782,0.0325,0.017337218,Ghost
0.8450461194,0.002808547,0.1521453336,Ghost
0.0011428571,0.9584973781,0.0403597647,Ghoul
0.9391198889,0.0,0.0608801111,Ghost
0.981,0.0,0.019,Ghost
0.0332127963,0.2873682275,0.6794189762,Goblin
0.0132138398,0.1963621152,0.7904240451,Goblin
0.0,0.5141518462,0.4858481538,Ghoul
0.0091590909,0.7710549199,0.2197859892,Ghoul
1.0,0.0,0.0,Ghost
0.950162782,0.0325,0.017337218,Ghost
0.0006315789,0.7104072189,0.2889612022,Ghoul
0.1156379928,0.2636458773,0.6207161299,Goblin
0.9064320223,0.0,0.0935679777,Ghost
0.00325,0.8529914131,0.1437585869,Ghoul
0.4128675983,0.2522556862,0.3348767155,Ghost
0.0470635597,0.3378778942,0.6150585461,Goblin
0.007481076,0.2610225228,0.7314964012,Goblin
0.0016315789,0.7643476323,0.2340207888,Ghoul
0.0025568182,0.7886819781,0.2087612037,Ghoul
0.9906,0.0,0.0094,Ghost
1.0,0.0,0.0,Ghost
0.978362782,0.0006,0.021037218,Ghost
0.6573495839,0.042128296,0.30052212,Ghost
0.0003076923,0.509523408,0.4901688997,Ghoul
0.8834249073,0.0012307692,0.1153443235,Ghost
0.0468817415,0.3381296425,0.614988616,Goblin
0.5657665467,0.0265033187,0.4077301346,Ghost
0.1054298573,0.254381991,0.6401881517,Goblin
0.003375,0.7883688468,0.2082561532,Ghoul
0.3494568838,0.0739717504,0.5765713658,Goblin
0.4022920578,0.0635057894,0.5342021528,Goblin
0.9772890425,0.0006,0.0221109575,Ghost
1.0,0.0,0.0,Ghost
0.1196991784,0.2762826292,0.6040181924,Goblin
0.4731651586,0.0279033977,0.4989314437,Goblin
0.0003076923,0.5729783583,0.4267139494,Ghoul
1.0,0.0,0.0,Ghost
0.0,0.9782799534,0.0217200466,Ghoul
0.1011819572,0.2866496692,0.6121683736,Goblin
0.0068762494,0.2964012051,0.6967225455,Goblin
0.1052471582,0.2845274526,0.6102253892,Goblin
0.4332622902,0.2068076699,0.3599300399,Ghost
0.0,0.9523774902,0.0476225098,Ghoul
0.0,0.5763881485,0.4236118515,Ghoul
0.1481201776,0.287214416,0.5646654064,Goblin
1.0,0.0,0.0,Ghost
0.950162782,0.0325,0.017337218,Ghost
0.0915264808,0.2342593514,0.6742141678,Goblin
0.934170193,0.0,0.065829807,Ghost
0.3595046006,0.0607739039,0.5797214955,Goblin
0.0336680852,0.274507631,0.6918242838,Goblin
0.9154230091,0.0,0.0845769909,Ghost
1.0,0.0,0.0,Ghost
0.9578266116,0.0,0.0421733884,Ghost
0.0027272727,0.7843751318,0.2128975955,Ghoul
0.815250665,0.0007777778,0.1839715572,Ghost
0.0075,0.9202593083,0.0722406917,Ghoul
0.0267800236,0.2669374323,0.7062825442,Goblin
0.0289034335,0.2883324431,0.6827641234,Goblin
0.947562782,0.0325,0.019937218,Ghost
0.9183881732,0.0007777778,0.080834049,Ghost
1.0,0.0,0.0,Ghost
1.0,0.0,0.0,Ghost
0.1130354699,0.273256024,0.6137085061,Goblin
0.5635020054,0.1198573657,0.3166406289,Ghost
0.1173176584,0.2607352652,0.6219470765,Goblin
1.0,0.0,0.0,Ghost
0.9265257995,0.0,0.0734742005,Ghost
0.0014901099,0.3033255758,0.6951843143,Goblin
0.9534757437,0.0006,0.0459242563,Ghost
0.5498159443,0.0269515353,0.4232325203,Ghost
0.6278606951,0.042128296,0.3300110089,Ghost
0.5768285118,0.1357783607,0.2873931275,Ghost
0.0182028527,0.2933615513,0.688435596,Goblin
0.002,0.4504960498,0.5475039502,Goblin
0.9986,0.0,0.0014,Ghost
0.0025568182,0.8943739128,0.1030692691,Ghoul
0.468929673,0.0222425414,0.5088277856,Goblin
0.9586890425,0.0325,0.0088109575,Ghost
0.8813712772,0.0022857143,0.1163430085,Ghost
0.0012530058,0.3129958581,0.685751136,Goblin
0.9472590819,0.0,0.0527409181,Ghost
0.0129830705,0.1972588185,0.789758111,Goblin
0.0025007548,0.1854367227,0.8120625225,Goblin
0.0023815789,0.631820376,0.365798045,Ghoul
0.0001538462,0.5534140479,0.446432106,Ghoul
0.0025568182,0.8220792871,0.1753638947,Ghoul
0.5163643503,0.0206699737,0.462965676,Ghost
0.334487083,0.1075001085,0.5580128085,Goblin
0.0005454545,0.8204198265,0.179034719,Ghoul
0.0001111111,0.4286927486,0.5711961403,Goblin
0.2810046233,0.149032289,0.5699630877,Goblin
0.4722955226,0.0199673872,0.5077370903,Goblin
0.0075,0.9052593083,0.0872406917,Ghoul
0.0006315789,0.7121405522,0.2872278688,Ghoul
0.0055985552,0.3756606449,0.6187407999,Goblin
0.0023815789,0.6390661575,0.3585522636,Ghoul
0.0073986584,0.2620801041,0.7305212374,Goblin
0.3243783806,0.1160336083,0.5595880111,Goblin
0.978837782,0.0,0.021162218,Ghost
0.1162440534,0.2647792106,0.6189767359,Goblin
0.0075,0.9052593083,0.0872406917,Ghoul
0.0011428571,0.9646695393,0.0341876036,Ghoul
0.0,0.9597708625,0.0402291375,Ghoul
0.0009318182,0.6001358466,0.3989323352,Ghoul
0.3025033833,0.16139868,0.5360979367,Goblin
0.0125340909,0.6947206042,0.2927453049,Ghoul
0.3072719345,0.104079833,0.5886482325,Goblin
0.8188305629,0.0018,0.1793694371,Ghost
0.0013815789,0.6133188671,0.3852995539,Ghoul
0.9616979659,0.0006,0.0377020341,Ghost
0.0,0.7254391853,0.2745608147,Ghoul
0.007981076,0.2786260889,0.7133928351,Goblin
0.1475868443,0.2877750221,0.5646381337,Goblin
0.0001111111,0.4279527892,0.5719360997,Goblin
0.950162782,0.0325,0.017337218,Ghost
0.002,0.4222100657,0.5757899343,Goblin
0.891797213,0.0,0.108202787,Ghost
0.0097456294,0.6924401037,0.2978142669,Ghoul
0.0,0.5262469624,0.4737530376,Ghoul
0.410830901,0.3495716678,0.2395974312,Ghost
0.9097995569,0.0,0.0902004431,Ghost
0.9144394047,0.001,0.0845605953,Ghost
0.00325,0.8861146751,0.1106353249,Ghoul
0.0,0.588118425,0.411881575,Ghoul
0.0385434296,0.241158906,0.7202976643,Goblin
0.0329742072,0.2447446786,0.7222811142,Goblin
0.9231257995,0.0,0.0768742005,Ghost
0.0382357373,0.2415691625,0.7201951002,Goblin
0.0011428571,0.9460695393,0.0527876036,Ghoul
0.0001538462,0.7795522227,0.2202939312,Ghoul
0.1342612777,0.3070589283,0.558679794,Goblin
0.9880179272,0.0,0.0119820728,Ghost
0.9415170678,0.0016,0.0568829322,Ghost
0.0001111111,0.4559640967,0.5439247922,Goblin
0.4606201439,0.0481728716,0.4912069845,Goblin
0.947562782,0.0325,0.019937218,Ghost
0.947562782,0.0325,0.019937218,Ghost
0.0243228114,0.4558567584,0.5198204303,Goblin
0.966347469,0.0012307692,0.0324217618,Ghost
0.5518462102,0.0340624263,0.4140913635,Ghost
0.0117159091,0.7065114186,0.2817726723,Ghoul
0.0125707848,0.5099676644,0.4774615508,Ghoul
0.9986,0.0,0.0014,Ghost
0.0924187479,0.2974333625,0.6101478896,Goblin
0.9986,0.0,0.0014,Ghost
0.0273800236,0.2671010686,0.7055189078,Goblin
0.9821079365,0.0,0.0178920635,Ghost
0.1134,0.7876823853,0.0989176147,Ghoul
0.0,0.9868799534,0.0131200466,Ghoul
0.0023529412,0.4052984544,0.5923486044,Goblin
0.0023233083,0.3194795466,0.6781971452,Goblin
0.9484668202,0.0325,0.0190331798,Ghost
1.0,0.0,0.0,Ghost
0.0013815789,0.5297438389,0.4688745821,Ghoul
0.7711896955,0.0232958164,0.2055144881,Ghost
0.0,0.9938210526,0.0061789474,Ghoul
0.0034545455,0.5906309287,0.4059145259,Ghoul
0.0,0.9815365977,0.0184634023,Ghoul
0.0005454545,0.8070288635,0.192425682,Ghoul
0.0282429939,0.3000594716,0.6716975344,Goblin
0.002,0.4624193179,0.5355806821,Goblin
0.0383500512,0.2801747974,0.6814751514,Goblin
0.8834249073,0.0012307692,0.1153443235,Ghost
0.2831370785,0.0968469248,0.6200159967,Goblin
0.9804,0.0,0.0196,Ghost
0.0003076923,0.5085154826,0.4911768251,Ghoul
0.9417587345,0.001,0.0572412655,Ghost
0.0001538462,0.7849490523,0.2148971015,Ghoul
0.0005454545,0.8223358981,0.1771186473,Ghoul
1.0,0.0,0.0,Ghost
0.0011428571,0.9740594161,0.0247977268,Ghoul
0.9484668202,0.0325,0.0190331798,Ghost
0.002,0.4532596862,0.5447403138,Goblin
0.0,0.4066423495,0.5933576505,Goblin
0.007981076,0.2853425476,0.7066763764,Goblin
1.0,0.0,0.0,Ghost
0.9821079365,0.0,0.0178920635,Ghost
0.0011428571,0.9790207941,0.0198363488,Ghoul
0.5400414489,0.1621682247,0.2977903264,Ghost
0.9484668202,0.0325,0.0190331798,Ghost
0.5520358128,0.1631775238,0.2847866634,Ghost
1.0,0.0,0.0,Ghost
0.4922967874,0.0312280588,0.4764751538,Ghost
0.006775974,0.555547993,0.437676033,Ghoul
0.0025568182,0.8383641356,0.1590790462,Ghoul
0.0012530058,0.3166540111,0.6820929831,Goblin
0.0090223344,0.2288937339,0.7620839317,Goblin
0.0025568182,0.8506791255,0.1467640563,Ghoul
0.3303235085,0.0929504905,0.5767260011,Goblin
0.9454495644,0.0035164835,0.0510339521,Ghost
0.0,0.9555774902,0.0444225098,Ghoul
1.0,0.0,0.0,Ghost
0.406698312,0.0772566927,0.5160449954,Goblin
0.929187604,0.0,0.070812396,Ghost
0.0005454545,0.8131501185,0.1863044269,Ghoul
0.47605317,0.0197462542,0.5042005759,Goblin
0.4113064915,0.0616438368,0.5270496717,Goblin
0.0,0.9984210526,0.0015789474,Ghoul
0.0,0.4435756288,0.5564243712,Goblin
0.9575790518,0.0325,0.0099209482,Ghost
0.9417587345,0.001,0.0572412655,Ghost
0.2894972073,0.1060488573,0.6044539354,Goblin
0.2713963861,0.0934311093,0.6351725046,Goblin
0.9121670678,0.0335,0.0543329322,Ghost
0.9747457185,0.0,0.0252542815,Ghost
0.9316518827,0.0325,0.0358481173,Ghost
0.3082052679,0.1038131663,0.5879815658,Goblin
0.3089786566,0.1634958705,0.5275254728,Goblin
0.0003076923,0.5527173474,0.4469749603,Ghoul
0.0023815789,0.6390661575,0.3585522636,Ghoul
1.0,0.0,0.0,Ghost
0.3650294364,0.0835995932,0.5513709704,Goblin
0.5696484947,0.1822344391,0.2481170662,Ghost
0.0027272727,0.7837183219,0.2135544053,Ghoul
0.01075,0.9069417112,0.0823082888,Ghoul
0.1363976037,0.2971910328,0.5664113635,Goblin
0.3082513839,0.1623534463,0.5293951698,Goblin
0.0117159091,0.718336473,0.2699476179,Ghoul
0.5628169053,0.1563073562,0.2808757386,Ghost
0.00465,0.9298417112,0.0655082888,Ghoul
0.3708137337,0.2970186159,0.3321676504,Ghost
0.0,0.9555774902,0.0444225098,Ghoul
0.9832179272,0.0,0.0167820728,Ghost
0.0,0.9766757576,0.0233242424,Ghoul
0.0011428571,0.9432695393,0.0555876036,Ghoul
0.9440668202,0.0325,0.0234331798,Ghost
0.0017978022,0.2137328876,0.7844693102,Goblin
0.9164519163,0.0335,0.0500480837,Ghost
0.8450461194,0.002808547,0.1521453336,Ghost
0.5495977203,0.1442842678,0.3061180119,Ghost
0.0011428571,0.9584973781,0.0403597647,Ghoul
0.6593495839,0.042128296,0.29852212,Ghost
0.0006315789,0.7695771442,0.2297912768,Ghoul
0.9903079365,0.0,0.0096920635,Ghost
0.0462150748,0.3383322399,0.6154526853,Goblin
0.0006315789,0.7834685372,0.2158998839,Ghoul
0.0015367965,0.5502955793,0.4481676242,Ghoul
0.9138409961,0.001,0.0851590039,Ghost
0.9083159649,0.0325,0.0591840351,Ghost
0.0013815789,0.5759900318,0.4226283893,Ghoul
0.003375,0.7883688468,0.2082561532,Ghoul
0.0012121212,0.5470210147,0.4517668641,Ghoul
0.9974,0.0,0.0026,Ghost
0.990752381,0.0,0.009247619,Ghost
0.018468587,0.3164855886,0.6650458244,Goblin
0.3399865798,0.2846298448,0.3753835754,Goblin
0.0005454545,0.8451714023,0.1542831431,Ghoul
0.9974,0.0,0.0026,Ghost
0.0182028527,0.2933615513,0.688435596,Goblin
0.5549490221,0.2176942805,0.2273566974,Ghost
0.0,0.5482549911,0.4517450089,Ghoul
0.0013815789,0.5664762493,0.4321421717,Ghoul
0.326234706,0.0734934287,0.6002718653,Goblin
0.0023815789,0.6183565423,0.3792618788,Ghoul
0.0533439309,0.3283205451,0.6183355241,Goblin
0.9974,0.0,0.0026,Ghost
0.0041414807,0.5254102323,0.470448287,Ghoul
0.9559067127,0.0009484848,0.0431448025,Ghost
0.0,0.9868799534,0.0131200466,Ghoul
0.0235228114,0.4650807807,0.5113964079,Goblin
1.0,0.0,0.0,Ghost
0.930387604,0.0,0.069612396,Ghost
0.9533692595,0.0,0.0466307405,Ghost
0.0008811189,0.5854953809,0.4136235002,Ghoul
0.88182307,0.0026341991,0.1155427309,Ghost
0.0077110778,0.3099656755,0.6823232467,Goblin
0.0092434689,0.2347573879,0.7559991433,Goblin
0.0117159091,0.6943973719,0.293886719,Ghoul
0.0,0.9555774902,0.0444225098,Ghoul
0.0025568182,0.9270100855,0.0704330963,Ghoul
0.0004188034,0.4276893755,0.5718918211,Goblin
0.0,0.4435433029,0.5564566971,Goblin
0.0020260295,0.1573573089,0.8406166616,Goblin
0.8450461194,0.002808547,0.1521453336,Ghost
0.0065429161,0.3144383701,0.6790187138,Goblin
0.8834249073,0.0012307692,0.1153443235,Ghost
0.0013815789,0.6495810423,0.3490373787,Ghoul
0.0004705882,0.3276834195,0.6718459923,Goblin
0.953209077,0.0006,0.046190923,Ghost
0.9540757437,0.0006,0.0453242563,Ghost
0.0117159091,0.6943973719,0.293886719,Ghoul
0.0,0.9736799534,0.0263200466,Ghoul
0.4585711891,0.0389283876,0.5025004233,Goblin
0.0103019481,0.7614043704,0.2282936815,Ghoul
0.9229076177,0.0007777778,0.0763146045,Ghost
0.0058068182,0.7769998657,0.2171933161,Ghoul
0.00116337,0.6076467569,0.3911898731,Ghoul
0.9484668202,0.0325,0.0190331798,Ghost
0.0011428571,0.9414445393,0.0574126036,Ghoul
0.00765,0.8162041908,0.1761458092,Ghoul
0.0118981907,0.2299767223,0.758125087,Goblin
0.003375,0.8314146407,0.1652103593,Ghoul
0.9444783117,0.00107669,0.0544449984,Ghost
0.9484668202,0.0325,0.0190331798,Ghost
0.4033933392,0.2605619744,0.3360446864,Ghost
0.993,0.0,0.007,Ghost
0.9914179272,0.0,0.0085820728,Ghost
0.0405530038,0.2875523473,0.6718946489,Goblin
0.0,0.5486549911,0.4513450089,Ghoul
0.0013815789,0.5283673683,0.4702510527,Ghoul
0.9832179272,0.0,0.0167820728,Ghost
0.028354105,0.2971359285,0.6745099665,Goblin
0.8857399391,0.0033624043,0.1108976567,Ghost
0.0548736811,0.3368732265,0.6082530923,Goblin
0.9083181029,0.0,0.0916818971,Ghost
0.9880179272,0.0,0.0119820728,Ghost
0.993,0.0,0.007,Ghost
0.00325,0.8861146751,0.1106353249,Ghoul
0.9634306623,0.0009484848,0.0356208529,Ghost
0.0,0.6003336155,0.3996663845,Ghoul
0.0075,0.9052593083,0.0872406917,Ghoul
0.9729957049,0.0,0.0270042951,Ghost
0.0,0.9555774902,0.0444225098,Ghoul
0.9598676722,0.0,0.0401323278,Ghost
0.0034545455,0.5875278984,0.4090175562,Ghoul
0.0006315789,0.7619931266,0.2373752945,Ghoul
0.0390886732,0.3070052519,0.653906075,Goblin
0.9410403576,0.0012307692,0.0577288732,Ghost
0.0498820261,0.2877062852,0.6624116887,Goblin
0.9142807705,0.0325,0.0532192295,Ghost
0.9074299868,0.0021009324,0.0904690808,Ghost
0.0001111111,0.3980930901,0.6017957988,Goblin
0.00325,0.9312417112,0.0655082888,Ghoul
0.3648042263,0.0842012738,0.5509944999,Goblin
0.0016315789,0.7010142807,0.2973541404,Ghoul
0.6342632545,0.0388280152,0.3269087303,Ghost
0.0103019481,0.7614043704,0.2282936815,Ghoul
0.489322913,0.1790643365,0.3316127506,Ghost
0.00116337,0.6068177526,0.3920188774,Ghoul
0.0005454545,0.7532965226,0.2461580229,Ghoul
0.9345030054,0.0337307692,0.0317662253,Ghost
0.9201196815,0.001,0.0788803185,Ghost
0.0027272727,0.7837183219,0.2135544053,Ghoul
0.0025568182,0.8334146441,0.1640285377,Ghoul
0.0005454545,0.5590260555,0.44042849,Ghoul
0.0136954339,0.2864712446,0.6998333215,Goblin
0.0073986584,0.2686984623,0.7239028793,Goblin
0.9914179272,0.0,0.0085820728,Ghost
0.1134,0.8258210526,0.0607789474,Ghoul
0.0,0.5141518462,0.4858481538,Ghoul
0.0025568182,0.8699676542,0.1274755276,Ghoul
0.0,0.9812799534,0.0187200466,Ghoul
0.0130907628,0.1977940166,0.7891152206,Goblin
0.9484668202,0.0325,0.0190331798,Ghost
0.0,0.9555774902,0.0444225098,Ghoul
0.993,0.0,0.007,Ghost
0.9316518827,0.0325,0.0358481173,Ghost
